	Movie Name	Release Year	Directors Name	Production Company	Budget
543	('Kiss of the Spider Woman', '/wiki/Kiss_of_the_Spider_Woman_(film)')	('1985', '/wiki/1985_in_film')			
544	('Ran', '/wiki/Ran_(film)')	('1985', '/wiki/1985_in_film')			
545	('The Official Story (La Historia Oficial)', '/wiki/The_Official_Story')	('1985', '/wiki/1985_in_film')			
546	('The Trip to Bountiful', '/wiki/The_Trip_to_Bountiful')	('1985', '/wiki/1985_in_film')			
547	('White Nights', '/wiki/White_Nights_(1985_film)')	('1985', '/wiki/1985_in_film')			
548	('Anna & Bella', '/wiki/Anna_%26_Bella')	('1985', '/wiki/1985_in_film')			
549	('Broken Rainbow', '/wiki/Broken_Rainbow_(film)')	('1985', '/wiki/1985_in_film')			
550	('Mask', '/wiki/Mask_(1985_film)')	('1985', '/wiki/1985_in_film')			
551	"(""Molly's Pilgrim"", '/wiki/Molly%27s_Pilgrim')"	('1985', '/wiki/1985_in_film')			
552	('Witness to War: Dr. Charlie Clements', '/wiki/Witness_to_War:_Dr._Charlie_Clements')	('1985', '/wiki/1985_in_film')			
553	('Amadeus', '/wiki/Amadeus_(film)')	('1984', '/wiki/1984_in_film')			
554	('The Killing Fields', '/wiki/The_Killing_Fields_(film)')	('1984', '/wiki/1984_in_film')			
555	('A Passage to India', '/wiki/A_Passage_to_India_(film)')	('1984', '/wiki/1984_in_film')			
556	('Places in the Heart', '/wiki/Places_in_the_Heart')	('1984', '/wiki/1984_in_film')			
557	('Indiana Jones and the Temple of Doom', '/wiki/Indiana_Jones_and_the_Temple_of_Doom')	('1984', '/wiki/1984_in_film')			
558	('Charade', '/wiki/Charade_(1984_film)')	('1984', '/wiki/1984_in_film')			
559	('Dangerous Moves (La Diagonale du fou)', '/wiki/Dangerous_Moves')	('1984', '/wiki/1984_in_film')			
560	('Purple Rain', '/wiki/Purple_Rain_(film)')	('1984', '/wiki/1984_in_film')			
561	('The Stone Carvers', '/wiki/The_Stone_Carvers_(film)')	('1984', '/wiki/1984_in_film')			
562	('The Times of Harvey Milk', '/wiki/The_Times_of_Harvey_Milk')	('1984', '/wiki/1984_in_film')			
563	('Up', '/wiki/Up_(1984_film)')	('1984', '/wiki/1984_in_film')			
564	('The Woman in Red', '/wiki/The_Woman_in_Red_(1984_film)')	('1984', '/wiki/1984_in_film')			
565	('The River', '/wiki/The_River_(1984_film)')	('1984', '/wiki/1984_in_film')			
566	('Terms of Endearment', '/wiki/Terms_of_Endearment')	('1983', '/wiki/1983_in_film')			
567	('The Right Stuff', '/wiki/The_Right_Stuff_(film)')	('1983', '/wiki/1983_in_film')			
568	('Fanny & Alexander (Fanny och Alexander)', '/wiki/Fanny_and_Alexander')	('1983', '/wiki/1983_in_film')			
569	('Tender Mercies', '/wiki/Tender_Mercies')	('1983', '/wiki/1983_in_film')			
570	('Yentl', '/wiki/Yentl_(film)')	('1983', '/wiki/1983_in_film')			
571	('Flashdance', '/wiki/Flashdance')	('1983', '/wiki/1983_in_film')			
572	('Boys and Girls', '/wiki/Boys_and_Girls_(1983_film)')	('1983', '/wiki/1983_in_film')			
573	('Flamenco at 5:15', '/wiki/Flamenco_at_5:15')	('1983', '/wiki/1983_in_film')			
574	"(""He Makes Me Feel Like Dancin'"", '/wiki/He_Makes_Me_Feel_Like_Dancin%27')"	('1983', '/wiki/1983_in_film')			
575	('Sundae in New York', '/wiki/Sundae_in_New_York')	('1983', '/wiki/1983_in_film')			
576	('The Year of Living Dangerously', '/wiki/The_Year_of_Living_Dangerously_(film)')	('1983', '/wiki/1983_in_film')			
577	('Return of the Jedi', '/wiki/Return_of_the_Jedi')	('1983', '/wiki/1983_in_film')			
578	('Gandhi', '/wiki/Gandhi_(film)')	('1982', '/wiki/1982_in_film')			
579	('E.T.: The Extra-Terrestrial', '/wiki/E.T._the_Extra-Terrestrial')	('1982', '/wiki/1982_in_film')			
580	('An Officer and a Gentleman', '/wiki/An_Officer_and_a_Gentleman')	('1982', '/wiki/1982_in_film')			
581	('Tootsie', '/wiki/Tootsie')	('1982', '/wiki/1982_in_film')			
582	('Victor/Victoria', '/wiki/Victor/Victoria')	('1982', '/wiki/1982_in_film')			
583	"(""Sophie's Choice"", '/wiki/Sophie%27s_Choice_(film)')"	('1982', '/wiki/1982_in_film')			
584	('Missing', '/wiki/Missing_(1982_film)')	('1982', '/wiki/1982_in_film')			
585	('If You Love This Planet', '/wiki/If_You_Love_This_Planet')	('1982', '/wiki/1982_in_film')			
586	('Just Another Missing Kid', '/wiki/Just_Another_Missing_Kid')	('1982', '/wiki/1982_in_film')			
587	('A Shocking Accident', '/wiki/A_Shocking_Accident')	('1982', '/wiki/1982_in_film')			
588	('Tango', '/wiki/Tango_(1981_film)')	('1982', '/wiki/1982_in_film')			
589	('To Begin Again (Volver a empezar)', '/wiki/Begin_the_Beguine_(film)')	('1982', '/wiki/1982_in_film')			
590	('Quest for Fire', '/wiki/Quest_for_Fire_(film)')	('1982', '/wiki/1982_in_film')			
591	('Chariots of Fire', '/wiki/Chariots_of_Fire')	('1981', '/wiki/1981_in_film')			
592	('Raiders of the Lost Ark', '/wiki/Raiders_of_the_Lost_Ark')	('1981', '/wiki/1981_in_film')			
593	('Reds', '/wiki/Reds_(film)')	('1981', '/wiki/1981_in_film')			
594	('On Golden Pond', '/wiki/On_Golden_Pond_(1981_film)')	('1981', '/wiki/1981_in_film')			
595	('Arthur', '/wiki/Arthur_(1981_film)')	('1981', '/wiki/1981_in_film')			
596	('An American Werewolf in London', '/wiki/An_American_Werewolf_in_London')	('1981', '/wiki/1981_in_film')			
597	('Close Harmony', '/wiki/Close_Harmony_(1981_film)')	('1981', '/wiki/1981_in_film')			
598	('Crac', '/wiki/Crac')	('1981', '/wiki/1981_in_film')			
599	('Genocide', '/wiki/Genocide_(1981_film)')	('1981', '/wiki/1981_in_film')			
600	('Mephisto', '/wiki/Mephisto_(1981_film)')	('1981', '/wiki/1981_in_film')			
601	('Violet', '/wiki/Violet_(1981_film)')	('1981', '/wiki/1981_in_film')			
602	('Ordinary People', '/wiki/Ordinary_People')	('1980', '/wiki/1980_in_film')			
603	('Tess', '/wiki/Tess_(1979_film)')	('1980', '/wiki/1980_in_film')			
604	('Raging Bull', '/wiki/Raging_Bull')	('1980', '/wiki/1980_in_film')			
605	('Fame', '/wiki/Fame_(1980_film)')	('1980', '/wiki/1980_in_film')			
606	('Melvin and Howard', '/wiki/Melvin_and_Howard')	('1980', '/wiki/1980_in_film')			
607	"(""Coal Miner's Daughter"", '/wiki/Coal_Miner%27s_Daughter_(film)')"	('1980', '/wiki/1980_in_film')			
608	('The Empire Strikes Back', '/wiki/The_Empire_Strikes_Back')	('1980', '/wiki/1980_in_film')			
609	('The Dollar Bottom', '/wiki/The_Dollar_Bottom')	('1980', '/wiki/1980_in_film')			
610	('The Fly (A Légy)', '/wiki/The_Fly_(1980_film)')	('1980', '/wiki/1980_in_film')			
611	('From Mao to Mozart: Isaac Stern in China', '/wiki/From_Mao_to_Mozart:_Isaac_Stern_in_China')	('1980', '/wiki/1980_in_film')			
612	('Karl Hess: Toward Liberty', '/wiki/Karl_Hess:_Toward_Liberty')	('1980', '/wiki/1980_in_film')			
613	('Moscow Does Not Believe in Tears', '/wiki/Moscow_Does_Not_Believe_in_Tears')	('1980', '/wiki/1980_in_film')			
614	('Kramer vs. Kramer', '/wiki/Kramer_vs._Kramer')	('1979', '/wiki/1979_in_film')			
615	('All That Jazz', '/wiki/All_That_Jazz_(film)')	('1979', '/wiki/1979_in_film')			
616	('Apocalypse Now', '/wiki/Apocalypse_Now')	('1979', '/wiki/1979_in_film')			
617	('Norma Rae', '/wiki/Norma_Rae')	('1979', '/wiki/1979_in_film')			
618	('Breaking Away', '/wiki/Breaking_Away')	('1979', '/wiki/1979_in_film')			
619	('Alien', '/wiki/Alien_(film)')	('1979', '/wiki/1979_in_film')			
620	('Being There', '/wiki/Being_There')	('1979', '/wiki/1979_in_film')			
621	('A Little Romance', '/wiki/A_Little_Romance')	('1979', '/wiki/1979_in_film')			
622	('Best Boy', '/wiki/Best_Boy_(film)')	('1979', '/wiki/1979_in_film')			
623	('Board and Care', '/wiki/Board_and_Care')	('1979', '/wiki/1979_in_film')			
624	('Every Child', '/wiki/Every_Child_(film)')	('1979', '/wiki/1979_in_film')			
625	('Paul Robeson: Tribute to an Artist', '/wiki/Paul_Robeson:_Tribute_to_an_Artist')	('1979', '/wiki/1979_in_film')			
626	('The Tin Drum (Die Blechtrommel)', '/wiki/The_Tin_Drum_(film)')	('1979', '/wiki/1979_in_film')			
627	('The Black Stallion', '/wiki/The_Black_Stallion_(film)')	('1979', '/wiki/1979_in_film')			
628	('The Deer Hunter', '/wiki/The_Deer_Hunter')	('1978', '/wiki/1978_in_film')			
629	('Coming Home', '/wiki/Coming_Home_(1978_film)')	('1978', '/wiki/1978_in_film')			
630	('Midnight Express', '/wiki/Midnight_Express_(film)')	('1978', '/wiki/1978_in_film')			
631	('Heaven Can Wait', '/wiki/Heaven_Can_Wait_(1978_film)')	('1978', '/wiki/1978_in_film')			
632	('Days of Heaven', '/wiki/Days_of_Heaven')	('1978', '/wiki/1978_in_film')			
633	('California Suite', '/wiki/California_Suite_(film)')	('1978', '/wiki/1978_in_film')			
634	('The Buddy Holly Story', '/wiki/The_Buddy_Holly_Story')	('1978', '/wiki/1978_in_film')			
635	('Death on the Nile', '/wiki/Death_on_the_Nile_(1978_film)')	('1978', '/wiki/1978_in_film')			
636	('The Flight of the Gossamer Condor', '/wiki/The_Flight_of_the_Gossamer_Condor')	('1978', '/wiki/1978_in_film')			
637	('Get Out Your Handkerchiefs (Préparez vos mouchoirs)', '/wiki/Get_Out_Your_Handkerchiefs')	('1978', '/wiki/1978_in_film')			
638	('Scared Straight!', '/wiki/Scared_Straight!')	('1978', '/wiki/1978_in_film')			
639	('Special Delivery', '/wiki/Special_Delivery_(1978_film)')	('1978', '/wiki/1978_in_film')			
640	('Teenage Father', '/wiki/Teenage_Father')	('1978', '/wiki/1978_in_film')			
641	"(""Thank God It's Friday"", '/wiki/Thank_God_It%27s_Friday_(film)')"	('1978', '/wiki/1978_in_film')			
642	('Superman', '/wiki/Superman_(1978_film)')	('1978', '/wiki/1978_in_film')			
643	('Annie Hall', '/wiki/Annie_Hall')	('1977', '/wiki/1977_in_film')			
644	('Star Wars', '/wiki/Star_Wars_(film)')	('1977', '/wiki/1977_in_film')			
645	('Julia', '/wiki/Julia_(1977_film)')	('1977', '/wiki/1977_in_film')			
646	('Close Encounters of the Third Kind', '/wiki/Close_Encounters_of_the_Third_Kind')	('1977', '/wiki/1977_in_film')			
647	('The Goodbye Girl', '/wiki/The_Goodbye_Girl')	('1977', '/wiki/1977_in_film')			
648	('A Little Night Music', '/wiki/A_Little_Night_Music_(film)')	('1977', '/wiki/1977_in_film')			
649	('Gravity Is My Enemy', '/wiki/Gravity_Is_My_Enemy')	('1977', '/wiki/1977_in_film')			
650	"(""I'll Find a Way"", '/wiki/I%27ll_Find_a_Way')"	('1977', '/wiki/1977_in_film')			
651	('Madame Rosa (La Vie devant soi)', '/wiki/Madame_Rosa')	('1977', '/wiki/1977_in_film')			
652	('The Sand Castle (Le Château de sable)', '/wiki/The_Sand_Castle_(film)')	('1977', '/wiki/1977_in_film')			
653	('Who Are the DeBolts? And Where Did They Get Nineteen Kids?', '/wiki/Who_Are_the_DeBolts%3F_And_Where_Did_They_Get_Nineteen_Kids%3F')	('1977', '/wiki/1977_in_film')			
654	('You Light Up My Life', '/wiki/You_Light_Up_My_Life_(film)')	('1977', '/wiki/1977_in_film')			
655	('Rocky', '/wiki/Rocky')	('1976', '/wiki/1976_in_film')			
656	('Network', '/wiki/Network_(1976_film)')	('1976', '/wiki/1976_in_film')			
657	"(""All the President's Men"", '/wiki/All_the_President%27s_Men_(film)')"	('1976', '/wiki/1976_in_film')			
658	('Bound for Glory', '/wiki/Bound_for_Glory_(1976_film)')	('1976', '/wiki/1976_in_film')			
659	('A Star Is Born', '/wiki/A_Star_Is_Born_(1976_film)')	('1976', '/wiki/1976_in_film')			
660	"(""Fellini's Casanova (Il Casanova di Federico Fellini)"", '/wiki/Fellini%27s_Casanova')"	('1976', '/wiki/1976_in_film')			
661	('The Omen', '/wiki/The_Omen')	('1976', '/wiki/1976_in_film')			
662	('Black and White in Color (Noirs et blancs en couleur)', '/wiki/Black_and_White_in_Color')	('1976', '/wiki/1976_in_film')			
663	('Harlan County, USA', '/wiki/Harlan_County,_USA')	('1976', '/wiki/1976_in_film')			
664	('In the Region of Ice', '/wiki/In_the_Region_of_Ice')	('1976', '/wiki/1976_in_film')			
665	('Leisure', '/wiki/Leisure_(film)')	('1976', '/wiki/1976_in_film')			
666	('Number Our Days', '/wiki/Number_Our_Days')	('1976', '/wiki/1976_in_film')			
667	('King Kong', '/wiki/King_Kong_(1976_film)')	('1976', '/wiki/1976_in_film')			
668	"(""Logan's Run"", '/wiki/Logan%27s_Run_(film)')"	('1976', '/wiki/1976_in_film')			
669	"(""One Flew Over the Cuckoo's Nest"", '/wiki/One_Flew_Over_the_Cuckoo%27s_Nest_(film)')"	('1975', '/wiki/1975_in_film')			
670	('Barry Lyndon', '/wiki/Barry_Lyndon')	('1975', '/wiki/1975_in_film')			
671	('Jaws', '/wiki/Jaws_(film)')	('1975', '/wiki/1975_in_film')			
672	('Dog Day Afternoon', '/wiki/Dog_Day_Afternoon')	('1975', '/wiki/1975_in_film')			
673	('Nashville', '/wiki/Nashville_(film)')	('1975', '/wiki/1975_in_film')			
674	('Shampoo', '/wiki/Shampoo_(film)')	('1975', '/wiki/1975_in_film')			
675	('The Sunshine Boys', '/wiki/The_Sunshine_Boys_(1975_film)')	('1975', '/wiki/1975_in_film')			
676	('Angel and Big Joe', '/wiki/Angel_and_Big_Joe')	('1975', '/wiki/1975_in_film')			
677	('Dersu Uzala', '/wiki/Dersu_Uzala_(1975_film)')	('1975', '/wiki/1975_in_film')			
678	('The End of the Game', '/wiki/The_End_of_the_Game_(1975_film)')	('1975', '/wiki/1975_in_film')			
679	('Great (Great (Isambard Kingdom Brunel))', '/wiki/Great_(1975_film)')	('1975', '/wiki/1975_in_film')			
680	('The Man Who Skied Down Everest', '/wiki/The_Man_Who_Skied_Down_Everest')	('1975', '/wiki/1975_in_film')			
681	('The Hindenburg', '/wiki/The_Hindenburg_(film)')	('1975', '/wiki/1975_in_film')			
682	('The Godfather: Part II', '/wiki/The_Godfather:_Part_II')	('1974', '/wiki/1974_in_film')			
683	('The Towering Inferno', '/wiki/The_Towering_Inferno')	('1974', '/wiki/1974_in_film')			
684	('The Great Gatsby', '/wiki/The_Great_Gatsby_(1974_film)')	('1974', '/wiki/1974_in_film')			
685	('Chinatown', '/wiki/Chinatown_(1974_film)')	('1974', '/wiki/1974_in_film')			
686	('Murder on the Orient Express', '/wiki/Murder_on_the_Orient_Express_(1974_film)')	('1974', '/wiki/1974_in_film')			
687	('Earthquake', '/wiki/Earthquake_(1974_film)')	('1974', '/wiki/1974_in_film')			
688	"(""Alice Doesn't Live Here Anymore"", '/wiki/Alice_Doesn%27t_Live_Here_Anymore')"	('1974', '/wiki/1974_in_film')			
689	('Amarcord', '/wiki/Amarcord')	('1974', '/wiki/1974_in_film')			
690	('Harry and Tonto', '/wiki/Harry_and_Tonto')	('1974', '/wiki/1974_in_film')			
691	('Closed Mondays', '/wiki/Closed_Mondays')	('1974', '/wiki/1974_in_film')			
692	"(""Don't"", '/wiki/Don%27t_(1974_film)')"	('1974', '/wiki/1974_in_film')			
693	('Hearts and Minds', '/wiki/Hearts_and_Minds_(film)')	('1974', '/wiki/1974_in_film')			
694	('One-Eyed Men Are Kings (...borgnes sont rois, Les)', '/wiki/One-Eyed_Men_Are_Kings')	('1974', '/wiki/1974_in_film')			
695	('The Sting', '/wiki/The_Sting')	('1973', '/wiki/1973_in_film')			
696	('The Exorcist', '/wiki/The_Exorcist_(film)')	('1973', '/wiki/1973_in_film')			
697	('The Way We Were', '/wiki/The_Way_We_Were')	('1973', '/wiki/1973_in_film')			
698	('Cries and Whispers (Viskningar och rop)', '/wiki/Cries_and_Whispers')	('1973', '/wiki/1973_in_film')			
699	('A Touch of Class', '/wiki/A_Touch_of_Class_(film)')	('1973', '/wiki/1973_in_film')			
700	('Day for Night (La Nuit américaine)', '/wiki/Day_for_Night_(film)')	('1973', '/wiki/1973_in_film')			
701	('Paper Moon', '/wiki/Paper_Moon_(film)')	('1973', '/wiki/1973_in_film')			
702	('The Paper Chase', '/wiki/The_Paper_Chase_(film)')	('1973', '/wiki/1973_in_film')			
703	('Save the Tiger', '/wiki/Save_the_Tiger')	('1973', '/wiki/1973_in_film')			
704	('The Bolero', '/wiki/The_Bolero')	('1973', '/wiki/1973_in_film')			
705	('Frank Film', '/wiki/Frank_Film')	('1973', '/wiki/1973_in_film')			
706	('The Great American Cowboy', '/wiki/The_Great_American_Cowboy')	('1973', '/wiki/1973_in_film')			
707	('Princeton: A Search for Answers', '/wiki/Princeton:_A_Search_for_Answers')	('1973', '/wiki/1973_in_film')			
708	('The Godfather', '/wiki/The_Godfather')	('1972', '/wiki/1972_in_film')			
709	('Cabaret', '/wiki/Cabaret_(1972_film)')	('1972', '/wiki/1972_in_film')			
710	('The Poseidon Adventure', '/wiki/The_Poseidon_Adventure_(1972_film)')	('1972', '/wiki/1972_in_film')			
711	('Travels with My Aunt', '/wiki/Travels_with_My_Aunt_(film)')	('1972', '/wiki/1972_in_film')			
712	('Butterflies Are Free', '/wiki/Butterflies_Are_Free')	('1972', '/wiki/1972_in_film')			
713	('The Candidate', '/wiki/The_Candidate_(1972_film)')	('1972', '/wiki/1972_in_film')			
714	('The Discreet Charm of the Bourgeoisie (Le charme discret de la bourgeoisie)', '/wiki/The_Discreet_Charm_of_the_Bourgeoisie')	('1972', '/wiki/1972_in_film')			
715	('A Christmas Carol', '/wiki/A_Christmas_Carol_(1971_film)')	('1972', '/wiki/1972_in_film')			
716	('Limelight', '/wiki/Limelight_(1952_film)')	('1972', '/wiki/1972_in_film')			
717	('Marjoe', '/wiki/Marjoe')	('1972', '/wiki/1972_in_film')			
718	"(""Norman Rockwell's World... An American Dream"", '/wiki/Norman_Rockwell%27s_World..._An_American_Dream')"	('1972', '/wiki/1972_in_film')			
719	('This Tiny World', '/wiki/This_Tiny_World')	('1972', '/wiki/1972_in_film')			
720	('The French Connection', '/wiki/The_French_Connection_(film)')	('1971', '/wiki/1971_in_film')			
721	('Fiddler on the Roof', '/wiki/Fiddler_on_the_Roof_(film)')	('1971', '/wiki/1971_in_film')			
722	('The Last Picture Show', '/wiki/The_Last_Picture_Show')	('1971', '/wiki/1971_in_film')			
723	('Nicholas and Alexandra', '/wiki/Nicholas_and_Alexandra')	('1971', '/wiki/1971_in_film')			
724	('Sentinels of Silence', '/wiki/Sentinels_of_Silence')	('1971', '/wiki/1971_in_film')			
725	('Bedknobs and Broomsticks', '/wiki/Bedknobs_and_Broomsticks')	('1971', '/wiki/1971_in_film')			
726	"(""Summer of '42"", '/wiki/Summer_of_%2742')"	('1971', '/wiki/1971_in_film')			
727	('The Garden of the Finzi-Continis (Il Giardino dei Finzi-Contini)', '/wiki/The_Garden_of_the_Finzi-Continis_(film)')	('1971', '/wiki/1971_in_film')			
728	('The Hospital', '/wiki/The_Hospital')	('1971', '/wiki/1971_in_film')			
729	('Klute', '/wiki/Klute')	('1971', '/wiki/1971_in_film')			
730	('Shaft', '/wiki/Shaft_(1971_film)')	('1971', '/wiki/1971_in_film')			
731	('The Crunch Bird', '/wiki/The_Crunch_Bird')	('1971', '/wiki/1971_in_film')			
732	('The Hellstrom Chronicle', '/wiki/The_Hellstrom_Chronicle')	('1971', '/wiki/1971_in_film')			
733	('Patton', '/wiki/Patton_(film)')	('1970', '/wiki/1970_in_film')			
734	"(""Ryan's Daughter"", '/wiki/Ryan%27s_Daughter')"	('1970', '/wiki/1970_in_film')			
735	('Airport', '/wiki/Airport_(1970_film)')	('1970', '/wiki/1970_in_film')			
736	('Love Story', '/wiki/Love_Story_(1970_film)')	('1970', '/wiki/1970_in_film')			
737	('M*A*S*H', '/wiki/MASH_(film)')	('1970', '/wiki/1970_in_film')			
738	('Tora! Tora! Tora!', '/wiki/Tora!_Tora!_Tora!')	('1970', '/wiki/1970_in_film')			
739	('Women in Love', '/wiki/Women_in_Love_(film)')	('1970', '/wiki/1970_in_film')			
740	('Lovers and Other Strangers', '/wiki/Lovers_and_Other_Strangers')	('1970', '/wiki/1970_in_film')			
741	('Woodstock', '/wiki/Woodstock_(film)')	('1970', '/wiki/1970_in_film')			
742	('Cromwell', '/wiki/Cromwell_(film)')	('1970', '/wiki/1970_in_film')			
743	('Investigation of a Citizen Above Suspicion (Indagine su un cittadino al di sopra di ogni sospetto)', '/wiki/Investigation_of_a_Citizen_Above_Suspicion')	('1970', '/wiki/1970_in_film')			
744	('Interviews with My Lai Veterans', '/wiki/Interviews_with_My_Lai_Veterans')	('1970', '/wiki/1970_in_film')			
745	('Is It Always Right to Be Right?', '/wiki/Is_It_Always_Right_to_Be_Right%3F')	('1970', '/wiki/1970_in_film')			
746	('Let It Be', '/wiki/Let_It_Be_(1970_film)')	('1970', '/wiki/1970_in_film')			
747	('The Resurrection of Broncho Billy', '/wiki/The_Resurrection_of_Broncho_Billy')	('1970', '/wiki/1970_in_film')			
748	('Midnight Cowboy', '/wiki/Midnight_Cowboy')	('1969', '/wiki/1969_in_film')			
749	('Butch Cassidy and the Sundance Kid', '/wiki/Butch_Cassidy_and_the_Sundance_Kid')	('1969', '/wiki/1969_in_film')			
750	('Hello, Dolly!', '/wiki/Hello,_Dolly!_(film)')	('1969', '/wiki/1969_in_film')			
751	('Z', '/wiki/Z_(1969_film)')	('1969', '/wiki/1969_in_film')			
752	('Anne of the Thousand Days', '/wiki/Anne_of_the_Thousand_Days')	('1969', '/wiki/1969_in_film')			
753	"(""They Shoot Horses, Don't They?"", '/wiki/They_Shoot_Horses,_Don%27t_They%3F_(film)')"	('1969', '/wiki/1969_in_film')			
754	('Marooned', '/wiki/Marooned_(1969_film)')	('1969', '/wiki/1969_in_film')			
755	('The Magic Machines', '/wiki/The_Magic_Machines')	('1969', '/wiki/1969_in_film')			
756	('The Prime of Miss Jean Brodie', '/wiki/The_Prime_of_Miss_Jean_Brodie_(film)')	('1969', '/wiki/1969_in_film')			
757	('True Grit', '/wiki/True_Grit_(1969_film)')	('1969', '/wiki/1969_in_film')			
758	"(""Arthur Rubinstein – The Love of Life (L'amour de la vie - Artur Rubinstein)"", '/wiki/Arthur_Rubinstein_%E2%80%93_The_Love_of_Life')"	('1969', '/wiki/1969_in_film')			
759	('Cactus Flower', '/wiki/Cactus_Flower_(film)')	('1969', '/wiki/1969_in_film')			
760	('Czechoslovakia 1968', '/wiki/Czechoslovakia_1968')	('1969', '/wiki/1969_in_film')			
761	"(""It's Tough to Be a Bird"", '/wiki/It%27s_Tough_to_Be_a_Bird')"	('1969', '/wiki/1969_in_film')			
762	('Oliver!', '/wiki/Oliver!_(film)')	('1968', '/wiki/1968_in_film')			
763	('The Lion in Winter', '/wiki/The_Lion_in_Winter_(1968_film)')	('1968', '/wiki/1968_in_film')			
764	('Romeo and Juliet', '/wiki/Romeo_and_Juliet_(1968_film)')	('1968', '/wiki/1968_in_film')			
765	('Funny Girl', '/wiki/Funny_Girl_(film)')	('1968', '/wiki/1968_in_film')			
766	('2001: A Space Odyssey', '/wiki/2001:_A_Space_Odyssey_(film)')	('1968', '/wiki/1968_in_film')			
767	('Bullitt', '/wiki/Bullitt')	('1968', '/wiki/1968_in_film')			
768	('The Producers', '/wiki/The_Producers_(1967_film)')	('1967', '/wiki/1967_in_film')			
769	"(""Rosemary's Baby"", '/wiki/Rosemary%27s_Baby_(film)')"	('1968', '/wiki/1968_in_film')			
770	('The Subject Was Roses', '/wiki/The_Subject_Was_Roses_(film)')	('1968', '/wiki/1968_in_film')			
771	('The Thomas Crown Affair', '/wiki/The_Thomas_Crown_Affair_(1968_film)')	('1968', '/wiki/1968_in_film')			
772	('War and Peace (Voyna i mir)', '/wiki/War_and_Peace_(film_series)')	('1968', '/wiki/1968_in_film')			
773	('Charly', '/wiki/Charly')	('1968', '/wiki/1968_in_film')			
774	('Journey into Self', '/wiki/Journey_into_Self_(1968_film)')	('1968', '/wiki/1968_in_film')			
775	('Robert Kennedy Remembered', '/wiki/Robert_Kennedy_Remembered')	('1968', '/wiki/1968_in_film')			
776	('Why Man Creates', '/wiki/Why_Man_Creates')	('1968', '/wiki/1968_in_film')			
777	('Winnie the Pooh and the Blustery Day', '/wiki/Winnie_the_Pooh_and_the_Blustery_Day')	('1968', '/wiki/1968_in_film')			
778	('Planet of the Apes', '/wiki/Planet_of_the_Apes_(1968_film)')	('1968', '/wiki/1968_in_film')			
779	('In the Heat of the Night', '/wiki/In_the_Heat_of_the_Night_(film)')	('1967', '/wiki/1967_in_film')			
780	('Camelot', '/wiki/Camelot_(film)')	('1967', '/wiki/1967_in_film')			
781	('Bonnie and Clyde', '/wiki/Bonnie_and_Clyde_(film)')	('1967', '/wiki/1967_in_film')			
782	"(""Guess Who's Coming to Dinner"", '/wiki/Guess_Who%27s_Coming_to_Dinner')"	('1967', '/wiki/1967_in_film')			
783	('Doctor Dolittle', '/wiki/Doctor_Dolittle_(1967_film)')	('1967', '/wiki/1967_in_film')			
784	('The Graduate', '/wiki/The_Graduate')	('1967', '/wiki/1967_in_film')			
785	('Thoroughly Modern Millie', '/wiki/Thoroughly_Modern_Millie')	('1967', '/wiki/1967_in_film')			
786	('Cool Hand Luke', '/wiki/Cool_Hand_Luke')	('1967', '/wiki/1967_in_film')			
787	('The Dirty Dozen', '/wiki/The_Dirty_Dozen')	('1967', '/wiki/1967_in_film')			
788	('A Place to Stand', '/wiki/A_Place_to_Stand_(film)')	('1967', '/wiki/1967_in_film')			
789	('The Anderson Platoon (La Section Anderson)', '/wiki/The_Anderson_Platoon')	('1967', '/wiki/1967_in_film')			
790	('The Box', '/wiki/The_Box_(1967_film)')	('1967', '/wiki/1967_in_film')			
791	('Closely Watched Trains (Ostre sledované vlaky)', '/wiki/Closely_Watched_Trains')	('1967', '/wiki/1967_in_film')			
792	('The Redwoods', '/wiki/The_Redwoods')	('1967', '/wiki/1967_in_film')			
793	('A Man for All Seasons', '/wiki/A_Man_for_All_Seasons_(1966_film)')	('1966', '/wiki/1966_in_film')			
794	"(""Who's Afraid of Virginia Woolf?"", '/wiki/Who%27s_Afraid_of_Virginia_Woolf%3F_(film)')"	('1966', '/wiki/1966_in_film')			
795	('Grand Prix', '/wiki/Grand_Prix_(1966_film)')	('1966', '/wiki/1966_in_film')			
796	('Fantastic Voyage', '/wiki/Fantastic_Voyage')	('1966', '/wiki/1966_in_film')			
797	('A Man and a Woman', '/wiki/A_Man_and_a_Woman')	('1966', '/wiki/1966_in_film')			
798	('Born Free', '/wiki/Born_Free')	('1966', '/wiki/1966_in_film')			
799	('The Fortune Cookie', '/wiki/The_Fortune_Cookie')	('1966', '/wiki/1966_in_film')			
800	('A Funny Thing Happened on the Way to the Forum', '/wiki/A_Funny_Thing_Happened_on_the_Way_to_the_Forum_(film)')	('1966', '/wiki/1966_in_film')			
801	('A Herb Alpert and the Tijuana Brass Double Feature', '/wiki/A_Herb_Alpert_and_the_Tijuana_Brass_Double_Feature')	('1966', '/wiki/1966_in_film')			
802	('The War Game', '/wiki/The_War_Game')	('1966', '/wiki/1966_in_film')			
803	('Wild Wings', '/wiki/Wild_Wings')	('1966', '/wiki/1966_in_film')			
804	('A Year Toward Tomorrow', '/wiki/A_Year_Toward_Tomorrow')	('1966', '/wiki/1966_in_film')			
